model_time,drainage_density
123000.0, 0.0113002101822
124000.0, 0.0112656791129
125000.0, 0.0112551972785
126000.0, 0.0111734907417
127000.0, 0.0112561791218
128000.0, 0.0112829182273
129000.0, 0.0112674826447
130000.0, 0.0111815595257
131000.0, 0.0112656791129
132000.0, 0.0112694507926
133000.0, 0.0107950584233
134000.0, 0.011282424949
135000.0, 0.0112170385396
136000.0, 0.0112339659876
137000.0, 0.0112576522081
138000.0, 0.011269286754
139000.0, 0.0112658430465
140000.0, 0.0112901579339
141000.0, 0.0112946050827
142000.0, 0.0112779873847
143000.0, 0.0112793018546
144000.0, 0.0112725684333
145000.0, 0.0112705991964
146000.0, 0.011280616631
147000.0, 0.011261746138
148000.0, 0.0112297293377
149000.0, 0.0112308696598
150000.0, 0.0112396742208
151000.0, 0.0112108662284
152000.0, 0.0112367378336
153000.0, 0.0112378795796
154000.0, 0.0112121650978
155000.0, 0.0112321731687
156000.0, 0.0112240311988
157000.0, 0.0111891548156
158000.0, 0.0112074581277
159000.0, 0.0111935227355
160000.0, 0.0111512812018
161000.0, 0.0111799448367
162000.0, 0.01118462872
163000.0, 0.0111730069849
164000.0, 0.0111867296661
165000.0, 0.0111915810168
166000.0, 0.0111830131446
167000.0, 0.0112
168000.0, 0.011199189932
169000.0, 0.0111859215165
170000.0, 0.0112047007063
171000.0, 0.0112095676599
172000.0, 0.0111876995997
173000.0, 0.0112155760622
174000.0, 0.0112126522514
175000.0, 0.0111873762698
176000.0, 0.0112017825621
177000.0, 0.0112025930053
178000.0, 0.0111807521229
179000.0, 0.0112035656918
180000.0, 0.0111975701475
181000.0, 0.0111512812018
182000.0, 0.0111746196703
183000.0, 0.0111618921296
184000.0, 0.0111491935484
185000.0, 0.0111688161805
186000.0, 0.0111964365771
187000.0, 0.0111741358158
188000.0, 0.0112025930053
189000.0, 0.0111834977682
190000.0, 0.0112142764025
191000.0, 0.0111815595257
192000.0, 0.0112051872114
193000.0, 0.0111831746811
194000.0, 0.011200486097
195000.0, 0.011172845742
196000.0, 0.0111898016997
197000.0, 0.0111692995744
198000.0, 0.0111783306141
199000.0, 0.0110095135166
200000.0, 0.0111702664878
201000.0, 0.0111601222395
202000.0, 0.0111442184509
203000.0, 0.0111662387862
204000.0, 0.0111723620411
205000.0, 0.0111773623042
206000.0, 0.011172845742
207000.0, 0.0111702664878
208000.0, 0.0111797833935
209000.0, 0.011174297096
210000.0, 0.0111788148319
211000.0, 0.0111770395715
212000.0, 0.0111725232701
213000.0, 0.0111696218603
214000.0, 0.0111734907417
215000.0, 0.0111738132694
216000.0, 0.0111598005016
217000.0, 0.0111635016078
218000.0, 0.0111630187156
219000.0, 0.0111633406391
220000.0, 0.0111625358652
221000.0, 0.0111599613683
222000.0, 0.0111628577608
223000.0, 0.0111615702896
224000.0, 0.0111617312073
225000.0, 0.0111689773072
226000.0, 0.0111717171717
227000.0, 0.0111763941621
228000.0, 0.01118107507
229000.0, 0.0111852750809
230000.0, 0.011191742801
231000.0, 0.0111870529586
232000.0, 0.0111852750809
233000.0, 0.0111849518911
234000.0, 0.0111796219549
235000.0, 0.0111854366828
236000.0, 0.0111841439984
237000.0, 0.01118462872
238000.0, 0.01118107507
239000.0, 0.0111828516127
240000.0, 0.0111707500072
241000.0, 0.0111820440233
242000.0, 0.0111797833935
243000.0, 0.0111757488271
244000.0, 0.0111691384385
245000.0, 0.0111218054618
246000.0, 0.0111691384385
247000.0, 0.0111843055676
248000.0, 0.0111935227355
249000.0, 0.011194817589
250000.0, 0.0112019446414
251000.0, 0.0112029172153
252000.0, 0.0111987039475
253000.0, 0.0111974081948
254000.0, 0.0111936845758
255000.0, 0.011191742801
256000.0, 0.0111875379324
257000.0, 0.0111146204204
258000.0, 0.0111902869119
259000.0, 0.0111730069849
260000.0, 0.0111652725699
261000.0, 0.0111675273346
262000.0, 0.0111741358158
263000.0, 0.0111736520032
264000.0, 0.0111713947649
265000.0, 0.0111789762472
266000.0, 0.0111752648749
267000.0, 0.0111738132694
268000.0, 0.0111792990917
269000.0, 0.0111792990917
270000.0, 0.0111738132694
271000.0, 0.0111730069849
272000.0, 0.0111775236775
273000.0, 0.0111775236775
274000.0, 0.0111796219549
275000.0, 0.0111796219549
276000.0, 0.0111867296661
277000.0, 0.0111788148319
278000.0, 0.0111788148319
279000.0, 0.0111792990917
280000.0, 0.0111836593188
281000.0, 0.0111880229483
282000.0, 0.0111896399717
283000.0, 0.011194817589
284000.0, 0.0111894782483
285000.0, 0.0111906104101
286000.0, 0.0111953032363
287000.0, 0.0111867296661
288000.0, 0.0111878612717
289000.0, 0.0111909339269
290000.0, 0.0111928754211
291000.0, 0.0111859215165
292000.0, 0.0111912574625
293000.0, 0.0111855982894
294000.0, 0.0111872146119
295000.0, 0.0111135035815
296000.0, 0.0111881846296
297000.0, 0.0111741358158
298000.0, 0.011168010617
299000.0, 0.0111684939411
300000.0, 0.0111722008168
301000.0, 0.0111797833935
302000.0, 0.01120032406
303000.0, 0.0111995139451
304000.0, 0.0112025930053
305000.0, 0.011199837977
306000.0, 0.0112009722363
307000.0, 0.0112009722363
308000.0, 0.0111993519362
309000.0, 0.0111943319838
310000.0, 0.0111944938475
311000.0, 0.0111705888294
312000.0, 0.0111849518911
313000.0, 0.0111804291945
314000.0, 0.0111741358158
315000.0, 0.0111702664878
316000.0, 0.0111722008168
317000.0, 0.0111731682325
318000.0, 0.0111730069849
319000.0, 0.0111815595257
320000.0, 0.0111876995997
321000.0, 0.0111831746811
322000.0, 0.0111812365506
323000.0, 0.0111801062847
324000.0, 0.0111822055319
325000.0, 0.0111820440233
326000.0, 0.0111805906564
327000.0, 0.0111796219549
328000.0, 0.0111759101539
329000.0, 0.0111789762472
330000.0, 0.0111759101539
331000.0, 0.0111801062847
332000.0, 0.0111754261876
333000.0, 0.0111776850555
334000.0, 0.011171555966
335000.0, 0.0111805906564
336000.0, 0.0111901251698
337000.0, 0.0111910956924
338000.0, 0.0111914192373
339000.0, 0.0111923899844
340000.0, 0.0111928754211
341000.0, 0.0111870529586
342000.0, 0.0111873762698
343000.0, 0.0111881846296
344000.0, 0.0111907721662
345000.0, 0.0111857599006
346000.0, 0.011183820874
347000.0, 0.0111885080062
348000.0, 0.0111883463156
349000.0, 0.0111723620411
350000.0, 0.0111817210202
351000.0, 0.0111813980358
352000.0, 0.0111751035667
353000.0, 0.0111731682325
354000.0, 0.0111307598304
355000.0, 0.0111789762472
356000.0, 0.0111928754211
357000.0, 0.011199189932
358000.0, 0.01120032406
359000.0, 0.011200486097
360000.0, 0.0112022688139
361000.0, 0.0112014584177
362000.0, 0.011198541962
363000.0, 0.0111965985017
364000.0, 0.0111957889257
365000.0, 0.0111875379324
366000.0, 0.011109835548
367000.0, 0.0111878612717
368000.0, 0.0111738132694
369000.0, 0.0111662387862
370000.0, 0.0111717171717
371000.0, 0.0111770395715
372000.0, 0.011174297096
373000.0, 0.0111783306141
374000.0, 0.01118107507
375000.0, 0.0111791376671
376000.0, 0.0111772009355
377000.0, 0.0111823670451
378000.0, 0.0111841439984
379000.0, 0.0111776850555
380000.0, 0.0111773623042
381000.0, 0.0111820440233
382000.0, 0.0111817210202
383000.0, 0.0111831746811
384000.0, 0.0111815595257
385000.0, 0.01118462872
386000.0, 0.0111826900855
387000.0, 0.0111781692174
388000.0, 0.0111786534213
389000.0, 0.0111836593188
390000.0, 0.0111883463156
391000.0, 0.0111899634324
392000.0, 0.0111944938475
393000.0, 0.011191742801
394000.0, 0.0111930372427
395000.0, 0.0111936845758
396000.0, 0.0111864063922
397000.0, 0.0111876995997
398000.0, 0.0111904486586
399000.0, 0.0111928754211
400000.0, 0.0111859215165
401000.0, 0.0111912574625
402000.0, 0.0111860831371
403000.0, 0.0111878612717
404000.0, 0.0111141417477
405000.0, 0.0111881846296
406000.0, 0.0111747809645
407000.0, 0.0111686550585
408000.0, 0.0111688161805
409000.0, 0.0111722008168
410000.0, 0.0111804291945
411000.0, 0.0112009722363
412000.0, 0.0112001620277
413000.0, 0.0112043763929
414000.0, 0.011200486097
415000.0, 0.0112016204876
416000.0, 0.0111969223649
417000.0, 0.011200486097
418000.0, 0.0111943319838
419000.0, 0.0111944938475
420000.0, 0.0111705888294
421000.0, 0.0111849518911
422000.0, 0.0111804291945
423000.0, 0.0111741358158
424000.0, 0.0111702664878
425000.0, 0.0111722008168
426000.0, 0.0111731682325
427000.0, 0.0111730069849
428000.0, 0.0111815595257
429000.0, 0.0111876995997
430000.0, 0.0111831746811
431000.0, 0.0111812365506
432000.0, 0.0111801062847
433000.0, 0.0111822055319
434000.0, 0.0111820440233
435000.0, 0.0111805906564
436000.0, 0.0111796219549
437000.0, 0.0111759101539
438000.0, 0.0111789762472
439000.0, 0.0111759101539
440000.0, 0.0111801062847
441000.0, 0.0111754261876
442000.0, 0.0111776850555
443000.0, 0.011171555966
444000.0, 0.0111805906564
445000.0, 0.0111901251698
446000.0, 0.0111910956924
447000.0, 0.0111914192373
448000.0, 0.0111923899844
449000.0, 0.0111928754211
450000.0, 0.0111870529586
451000.0, 0.0111873762698
452000.0, 0.0111881846296
453000.0, 0.0111907721662
454000.0, 0.0111857599006
455000.0, 0.011183820874
456000.0, 0.0111885080062
457000.0, 0.0111883463156
458000.0, 0.0111723620411
459000.0, 0.0111817210202
460000.0, 0.0111813980358
461000.0, 0.0111751035667
462000.0, 0.0111731682325
463000.0, 0.0111307598304
464000.0, 0.0111789762472
465000.0, 0.0111928754211
466000.0, 0.011199189932
467000.0, 0.01120032406
468000.0, 0.011200486097
469000.0, 0.0112022688139
470000.0, 0.0112014584177
471000.0, 0.011198541962
472000.0, 0.0111965985017
473000.0, 0.0111957889257
474000.0, 0.0111875379324
475000.0, 0.011109835548
476000.0, 0.0111878612717
477000.0, 0.0111738132694
478000.0, 0.0111662387862
479000.0, 0.0111717171717
480000.0, 0.0111770395715
481000.0, 0.011174297096
482000.0, 0.0111783306141
483000.0, 0.01118107507
484000.0, 0.0111791376671
485000.0, 0.0111772009355
486000.0, 0.0111823670451
487000.0, 0.0111841439984
488000.0, 0.0111776850555
489000.0, 0.0111773623042
490000.0, 0.0111820440233
491000.0, 0.0111817210202
492000.0, 0.0111831746811
493000.0, 0.0111815595257
494000.0, 0.01118462872
495000.0, 0.0111826900855
496000.0, 0.0111781692174
497000.0, 0.0111786534213
498000.0, 0.0111836593188
499000.0, 0.0111883463156
500000.0, 0.0111899634324
